id,voltage,temperature,current,sot,phase,soc,added_at,cell_id_id
337,277.16,38.97,23.11,88.52,21.8,41.35,1/1/2022 15:45:48,337
338,994.03,-6.25,79.24,63.11,173.68,28.99,3/9/2022 17:07:23,338
339,797.09,45.95,52.14,59.45,166.69,37.7,5/8/2022 05:53:26,339
340,420.34,-45.1,15.39,59.72,248.86,36.16,1/21/2022 22:19:53,340
341,580.98,-46.61,69.75,72.84,1.41,49.52,10/19/2022 23:51:40,341
342,714.74,15.86,87.74,43.5,183.52,24.41,12/2/2022 09:59:43,342
343,838.9,-17.52,4.88,74.42,243.5,89.04,12/13/2022 18:04:19,343
344,920.59,-9.03,42.6,98.4,166.28,46.74,11/7/2022 00:54:34,344
345,209.61,-0.8,64.11,11.38,348.84,77.84,5/25/2022 22:58:04,345
346,809.83,36.06,93.43,87.18,166.19,23.11,9/8/2022 06:53:35,346
347,626.33,-15.33,81.42,5.81,40.35,87.14,4/13/2022 13:29:55,347
348,573.42,36.62,76.71,59.4,24.07,48.02,9/15/2022 08:19:49,348
349,35.56,-17.29,78.14,59.05,155.39,59.38,3/19/2022 13:47:21,349
350,507.94,6.3,9.02,60.54,296.48,25.14,8/29/2022 14:04:23,350
351,630.65,-21.36,6.52,61.07,197.76,34.2,3/25/2022 01:20:56,351
352,680.44,10.39,50.57,73.03,198.36,6.82,5/7/2022 13:29:30,352
353,193.71,4.16,18.18,12.68,168.33,26.39,1/17/2022 20:27:31,353
354,714.98,17.02,88.33,99.62,67.59,21.46,8/2/2022 14:10:59,354
355,773.93,-43.82,32.17,46.82,59.07,41.09,3/24/2022 17:27:10,355
356,828.21,21.44,14.25,20.08,115.6,62.3,11/17/2022 00:56:29,356
357,521.68,-46.21,4.54,55.98,306.79,33.27,4/22/2022 03:40:36,357
358,904.94,-35.76,77.93,90.41,27.02,12.63,7/14/2022 22:38:22,358
359,697.52,33.31,14.78,50.09,221.37,29.83,1/19/2022 02:42:59,359
360,162.92,10.36,89.97,26.16,63.49,58.58,7/1/2022 19:17:38,360
361,709.65,39.82,5.16,58.79,226.4,21.42,10/11/2022 23:37:19,361
362,290.51,45.23,13.37,94.07,83.32,29.95,3/8/2022 04:14:59,362
363,34.36,-31.55,55.2,39.81,340.16,53.0,3/12/2022 09:18:09,363
364,495.97,-39.43,30.98,43.83,136.43,23.14,3/13/2022 15:51:49,364
365,372.34,44.86,62.74,93.54,359.32,36.04,5/6/2022 23:43:49,365
366,813.61,-6.4,62.19,68.62,359.01,41.27,3/18/2022 13:56:00,366
367,775.56,-26.59,18.35,82.25,15.57,20.25,1/10/2022 06:43:48,367
368,70.78,-33.19,79.22,87.76,140.78,21.57,1/3/2022 13:06:44,368
369,13.19,-16.09,53.4,19.08,235.41,55.8,10/17/2022 14:04:41,369
370,742.67,0.44,28.66,37.52,70.05,18.98,5/12/2022 04:36:21,370
371,343.97,38.56,17.25,96.63,175.14,5.23,11/22/2022 04:30:42,371
372,802.7,-20.83,16.5,16.49,42.92,5.67,2/4/2022 07:21:43,372
373,381.43,4.22,38.34,88.52,252.08,31.27,4/12/2022 20:59:12,373
374,572.91,7.45,98.57,9.02,64.7,46.51,8/20/2022 15:27:32,374
375,400.71,48.38,33.01,5.79,148.79,66.31,7/27/2022 21:36:34,375
376,833.08,18.49,8.3,21.45,196.14,1.54,12/13/2022 04:05:46,376
377,144.06,15.86,68.51,12.71,203.34,56.27,3/28/2022 02:34:43,377
378,486.86,-15.75,95.93,70.92,261.17,27.45,10/10/2022 11:05:23,378
379,465.18,-2.16,41.13,22.99,124.56,76.66,5/3/2022 19:44:05,379
380,765.59,45.07,28.81,25.23,5.92,45.19,4/9/2022 12:50:58,380
381,472.95,31.22,85.26,95.33,22.18,89.35,2/10/2022 02:48:24,381
382,526.87,-16.47,70.61,31.79,262.33,7.9,4/6/2022 15:38:05,382
383,328.1,38.6,25.64,7.28,30.02,63.87,4/3/2022 04:57:27,383
384,24.45,-46.87,92.91,1.5,37.73,62.07,1/31/2022 21:41:24,384
385,309.07,-36.6,60.5,46.43,128.06,67.27,5/7/2022 16:55:20,385
386,76.97,-31.85,32.64,0.97,127.13,43.72,6/9/2022 09:50:31,386
387,97.53,-2.79,74.31,57.13,234.9,34.09,2/9/2022 08:35:21,387
388,127.34,-11.39,42.99,44.22,332.21,71.01,3/16/2022 11:27:51,388
389,663.71,-35.7,94.8,39.79,178.11,89.33,8/16/2022 15:25:30,389
390,129.7,15.23,87.31,6.34,294.76,11.51,8/13/2022 15:26:21,390
391,866.29,-0.82,62.84,39.13,7.12,47.4,8/29/2022 16:59:38,391
392,445.01,9.42,18.48,4.14,96.18,51.45,7/16/2022 08:41:14,392
393,681.62,-34.89,21.83,54.44,119.22,8.06,9/9/2022 00:01:48,393
394,801.22,-45.03,61.97,2.44,119.7,38.92,7/19/2022 23:17:33,394
395,459.94,1.88,71.49,6.32,315.68,5.11,10/7/2022 23:26:30,395
396,271.9,-12.86,15.59,38.53,235.92,47.38,1/1/2022 06:39:17,396
397,28.65,32.53,46.03,73.2,60.02,48.23,1/16/2022 20:54:46,397
398,496.9,6.84,62.41,46.16,216.04,84.67,3/6/2022 00:32:44,398
399,90.04,13.65,65.71,78.94,277.92,28.29,4/23/2022 22:52:32,399
400,371.71,23.04,73.46,62.42,31.06,8.89,5/25/2022 23:06:50,400
401,429.34,-4.49,96.18,71.34,91.36,56.17,4/9/2022 09:38:40,401
402,780.28,41.9,9.84,1.39,256.65,98.91,3/13/2022 04:55:47,402
403,234.84,-45.43,43.82,58.65,57.54,11.03,2/9/2022 19:42:25,403
404,649.41,-23.21,38.42,76.89,72.02,13.56,2/25/2022 21:58:00,404
405,180.72,-40.08,53.19,85.98,276.19,66.18,6/19/2022 10:49:24,405
406,628.78,20.61,42.61,51.3,113.02,6.66,8/15/2022 09:02:44,406
407,251.1,11.35,21.95,34.92,12.17,66.74,9/8/2022 14:59:56,407
408,30.21,-31.94,26.85,94.62,54.08,37.64,3/20/2022 17:17:08,408
409,559.28,-47.84,77.99,70.44,75.49,90.28,4/22/2022 06:42:06,409
410,654.97,28.29,65.87,32.21,328.11,58.05,3/4/2022 12:08:54,410
411,718.83,-21.83,32.95,5.07,65.4,48.52,11/20/2022 10:03:06,411
412,640.89,13.98,76.41,95.77,334.84,28.43,12/21/2022 15:36:19,412
413,82.42,19.27,7.24,26.25,134.08,56.05,6/10/2022 02:50:49,413
414,195.01,40.49,55.03,19.48,311.61,33.96,10/22/2022 05:44:45,414
415,299.71,-35.58,22.53,71.8,213.98,57.35,10/18/2022 06:38:30,415
416,930.21,-10.34,24.53,57.86,120.92,45.18,5/27/2022 17:29:39,416
417,484.22,-38.04,84.44,69.05,131.11,32.15,12/16/2022 06:34:32,417
418,674.48,-12.68,17.33,49.11,343.87,76.55,12/13/2022 13:45:18,418
419,20.64,-26.16,72.12,17.0,327.66,63.32,10/20/2022 15:57:16,419
420,863.65,-33.9,59.37,47.15,245.28,61.28,1/7/2022 11:24:24,420
421,569.55,5.74,16.27,86.76,325.11,39.62,3/21/2022 19:41:39,421
422,324.53,28.1,36.55,65.47,316.15,7.79,5/29/2022 04:37:12,422
423,764.94,33.37,36.17,60.74,196.77,54.63,7/14/2022 08:13:31,423
424,816.11,16.86,10.32,17.31,197.92,7.33,9/26/2022 19:38:50,424
425,527.24,18.62,51.26,6.71,32.03,17.19,7/8/2022 11:32:39,425
426,572.29,-40.65,70.81,74.92,149.74,7.73,8/19/2022 14:27:23,426
427,338.86,45.63,31.35,32.18,230.68,63.97,6/5/2022 23:10:55,427
428,81.85,-28.31,85.32,45.79,11.45,94.34,10/12/2022 05:09:15,428
429,193.32,3.33,79.09,37.84,259.94,40.3,11/30/2022 06:10:13,429
430,418.89,-43.0,76.95,45.85,8.12,23.43,11/18/2022 11:52:10,430
431,274.76,-40.22,95.2,66.95,3.12,54.72,1/16/2022 19:00:25,431
432,53.67,45.6,12.68,85.67,296.4,13.63,1/11/2022 20:59:31,432
433,403.05,-46.56,77.6,74.55,240.69,56.42,11/28/2022 10:15:54,433
434,14.78,-26.68,74.74,4.68,62.39,0.87,11/5/2022 04:32:16,434
435,736.32,-38.07,91.45,64.04,176.24,65.42,11/23/2022 04:12:25,435
436,636.42,22.18,37.5,5.58,324.69,63.24,11/26/2022 08:14:07,436
437,658.68,-37.48,29.27,62.94,181.43,88.31,8/25/2022 22:01:09,437
438,690.01,5.22,67.15,11.35,138.18,44.71,5/1/2022 12:50:53,438
439,548.19,20.97,36.62,46.97,206.11,35.34,5/9/2022 09:26:10,439
440,694.38,30.91,81.02,60.15,145.48,88.68,2/14/2022 14:31:06,440
441,330.7,-34.44,22.08,75.86,13.57,43.88,6/22/2022 04:45:55,441
442,268.9,-25.37,40.18,28.26,74.19,92.98,6/29/2022 10:46:36,442
443,688.07,-3.1,58.42,86.24,205.38,34.41,10/18/2022 08:13:30,443
444,609.84,24.19,54.86,75.79,181.86,12.91,4/23/2022 08:38:27,444
445,515.1,-12.29,62.86,65.55,38.32,69.84,2/5/2022 00:27:05,445
446,540.98,-12.71,70.52,74.76,346.59,24.07,11/8/2022 12:55:02,446
447,495.01,-24.93,77.61,38.85,27.87,7.66,11/15/2022 01:41:30,447
448,764.15,-27.01,26.85,1.49,114.96,13.71,1/9/2022 12:34:53,448
449,134.28,-8.3,77.24,56.73,133.41,89.7,8/27/2022 11:12:39,449
450,847.04,-15.07,71.59,54.41,209.98,14.99,11/23/2022 05:03:37,450
451,492.91,35.2,40.88,82.76,218.1,37.3,6/20/2022 10:41:54,451
452,970.68,-3.19,9.89,20.21,55.17,73.11,3/13/2022 23:17:17,452
453,614.52,-47.56,9.42,3.23,193.45,46.01,2/13/2022 18:47:29,453
454,389.38,49.57,75.99,36.82,235.72,19.79,12/1/2022 04:40:18,454
455,285.81,-5.49,65.1,3.15,280.12,22.99,6/13/2022 03:17:22,455
456,872.73,21.01,73.12,62.02,131.82,51.21,1/5/2022 19:34:47,456
457,383.5,-35.5,34.25,33.95,74.37,52.07,7/15/2022 00:32:10,457
458,674.25,29.24,17.81,65.71,290.21,37.03,8/31/2022 04:33:50,458
459,517.38,-7.91,93.63,37.53,24.47,34.01,6/23/2022 20:20:55,459
460,782.74,1.8,76.09,2.38,263.55,61.07,1/11/2022 22:20:49,460
461,633.41,-21.96,50.91,35.3,121.25,9.66,12/14/2022 09:03:35,461
462,300.72,-42.97,59.05,10.36,253.58,40.94,7/16/2022 08:06:07,462
463,509.32,39.42,84.65,49.33,165.89,39.61,10/14/2022 15:58:47,463
464,863.55,28.27,51.17,94.99,54.42,81.3,11/25/2022 04:21:20,464
465,443.82,-33.83,49.21,88.36,144.2,28.25,10/24/2022 01:23:35,465
466,177.09,46.51,17.69,84.63,268.2,26.8,1/23/2022 23:24:57,466
467,974.54,-43.37,53.2,20.64,75.39,26.36,7/27/2022 02:33:19,467
468,945.76,-20.14,92.04,48.03,233.02,2.79,1/31/2022 02:16:24,468
469,882.6,26.33,66.31,1.84,93.77,91.28,4/28/2022 04:08:13,469
470,242.51,27.22,59.91,31.06,145.29,60.63,8/16/2022 09:05:06,470
471,332.73,-33.82,56.62,35.48,93.4,64.71,5/20/2022 02:28:58,471
472,721.94,-14.99,21.45,88.76,169.24,92.92,2/21/2022 13:28:16,472
473,826.31,-11.0,84.19,11.61,87.53,82.77,4/28/2022 21:31:16,473
474,700.06,-1.54,60.06,89.09,309.69,64.51,5/7/2022 16:18:14,474
475,680.34,30.82,2.71,18.11,301.56,52.17,8/19/2022 22:42:15,475
476,939.89,-46.36,36.22,1.74,265.28,92.33,9/15/2022 14:59:29,476
477,819.62,-47.69,65.34,83.32,350.41,22.21,10/19/2022 02:41:07,477
478,405.09,-40.94,96.79,14.38,137.77,24.75,9/20/2022 03:57:58,478
479,772.57,-5.87,79.97,62.34,336.89,97.3,5/31/2022 00:37:07,479
480,881.46,-18.91,53.44,93.82,352.05,21.81,10/5/2022 09:23:58,480
481,733.48,-33.03,24.29,22.09,118.11,37.23,4/10/2022 00:52:59,481
482,625.08,-32.37,82.32,31.6,207.8,37.24,6/27/2022 23:13:41,482
483,840.66,-2.19,57.79,5.7,112.41,67.45,8/9/2022 05:16:52,483
484,673.8,-7.83,63.11,29.83,249.36,61.87,6/3/2022 01:27:27,484
485,611.16,-20.07,6.47,69.81,237.43,7.89,1/12/2022 04:33:15,485
486,637.82,-36.73,76.17,6.04,171.9,16.66,9/27/2022 17:18:28,486
487,921.52,-47.48,2.55,43.16,68.64,43.99,3/10/2022 21:45:34,487
488,467.45,3.9,5.12,44.31,92.13,82.83,1/10/2022 09:38:15,488
489,998.2,34.94,67.69,4.74,350.0,77.65,1/27/2022 20:49:38,489
490,346.75,-4.69,55.33,39.49,185.42,7.44,1/19/2022 13:37:15,490
491,732.53,45.57,28.72,85.72,293.01,44.18,10/18/2022 14:38:19,491
492,92.05,22.09,32.59,42.06,216.1,9.61,12/12/2022 23:24:44,492
493,518.46,18.41,4.04,45.19,101.4,28.69,9/1/2022 07:14:29,493
494,92.75,-7.46,95.67,82.42,274.99,58.36,3/5/2022 16:40:46,494
495,707.71,42.21,42.24,69.13,251.57,0.87,8/4/2022 04:14:52,495
496,758.77,44.42,15.53,56.83,339.67,4.27,8/30/2022 20:45:21,496
497,576.14,-40.26,66.16,84.53,201.19,1.62,10/13/2022 21:02:44,497
498,73.69,2.13,52.09,4.5,150.95,0.87,2/15/2022 11:31:36,498
499,10.02,35.17,50.95,37.14,185.19,43.95,4/20/2022 14:34:33,499
500,337.28,32.42,92.58,88.5,282.12,55.2,9/14/2022 17:26:33,500
501,248.67,-25.68,93.01,79.09,110.72,88.51,7/17/2022 05:38:14,501
502,592.15,9.51,20.85,73.29,100.13,86.74,6/16/2022 13:55:33,502
503,543.15,42.48,77.68,84.38,267.13,10.13,4/22/2022 13:44:32,503
504,219.06,-18.82,29.81,1.23,345.82,71.49,2/3/2022 06:19:41,504
505,716.84,-33.8,70.11,78.84,276.0,55.25,6/5/2022 10:36:45,505
506,248.93,-29.78,8.4,40.08,229.0,83.24,5/23/2022 01:00:17,506
507,513.04,-18.81,83.06,76.82,217.56,39.56,8/7/2022 07:04:27,507
508,696.07,12.75,75.22,48.82,85.35,6.5,1/2/2022 08:41:54,508
509,958.05,16.01,6.66,0.71,358.53,53.69,3/8/2022 03:16:02,509
510,260.71,6.24,59.33,19.96,30.94,97.03,6/18/2022 19:43:51,510
511,888.44,-29.35,2.07,76.49,328.46,3.73,12/30/2022 19:29:18,511
512,497.06,-41.64,56.86,77.87,292.21,47.97,8/14/2022 23:18:57,512
513,367.21,32.38,51.91,83.99,157.87,13.03,10/30/2022 17:53:06,513
514,113.31,-13.21,54.4,80.29,212.88,53.62,2/24/2022 04:54:44,514
515,828.77,-33.07,59.29,40.27,202.9,28.88,9/11/2022 20:58:40,515
516,516.04,2.11,19.75,63.1,30.08,56.76,7/11/2022 05:12:33,516
517,163.59,2.06,54.82,24.31,94.37,64.53,12/29/2022 17:00:40,517
518,244.88,-9.47,30.75,68.24,266.57,42.51,4/14/2022 04:14:55,518
519,280.45,13.2,85.03,16.94,328.32,38.98,1/4/2022 08:38:31,519
520,639.99,44.7,44.36,66.83,69.33,98.28,4/3/2022 00:36:18,520
521,421.7,-37.4,47.94,4.37,211.96,99.79,10/25/2022 21:36:58,521
522,723.33,7.15,42.38,56.06,335.93,6.51,4/16/2022 09:49:31,522
523,431.89,7.78,78.11,15.71,134.22,16.19,6/16/2022 00:32:07,523
524,670.53,-40.74,84.33,12.04,256.81,80.25,10/3/2022 07:17:19,524
525,942.8,-6.95,75.59,61.32,347.03,12.61,8/25/2022 06:24:30,525
526,953.59,-30.0,35.98,13.59,98.69,98.87,2/15/2022 09:58:02,526
527,338.87,14.97,45.55,38.76,271.29,4.2,6/27/2022 13:10:07,527
528,354.41,18.24,99.42,53.12,176.71,88.94,4/23/2022 12:09:12,528
529,892.28,18.13,2.57,0.75,128.23,39.6,1/25/2022 18:06:47,529
530,48.17,14.47,26.11,99.32,186.64,94.05,10/10/2022 03:00:38,530
531,714.57,7.41,55.4,41.62,310.01,42.43,7/1/2022 07:15:17,531
532,682.76,43.11,73.81,99.59,257.69,8.51,1/26/2022 18:20:58,532
533,429.69,-21.48,99.49,88.39,25.82,76.61,11/7/2022 05:20:41,533
534,234.5,-13.51,28.28,66.47,164.75,89.68,3/31/2022 22:06:29,534
535,242.74,46.49,21.11,28.83,178.59,56.6,7/8/2022 10:03:23,535
536,598.19,-45.2,14.15,83.66,350.39,75.68,5/14/2022 16:48:00,536
537,731.75,11.82,60.71,36.37,151.24,74.37,12/13/2022 16:48:21,537
538,149.78,34.81,13.06,2.49,113.61,96.26,9/13/2022 15:14:27,538
539,635.78,15.65,29.23,39.04,339.78,65.78,1/28/2022 23:10:03,539
540,163.28,-28.68,84.4,74.11,98.57,41.78,8/12/2022 05:45:21,540
541,801.22,-39.4,75.4,95.57,99.76,76.59,1/15/2022 06:15:10,541
542,716.04,12.52,64.28,41.24,270.88,91.78,6/2/2022 12:45:49,542
543,508.76,32.67,39.23,23.17,123.77,50.69,8/4/2022 19:12:19,543
544,324.23,-36.06,23.59,88.09,222.89,54.17,9/22/2022 10:16:34,544
545,74.86,7.23,39.75,73.95,227.81,66.45,9/22/2022 01:40:40,545
546,785.77,-19.54,24.39,7.77,307.2,30.99,2/8/2022 07:47:58,546
547,141.05,-42.14,61.54,6.57,292.81,60.1,10/23/2022 15:45:55,547
548,412.71,-48.04,87.72,56.65,111.65,88.31,1/4/2022 02:49:41,548
549,824.57,30.09,4.76,58.91,55.47,94.6,4/17/2022 07:20:50,549
550,147.2,-32.08,43.73,85.52,85.86,91.54,6/24/2022 22:40:41,550
551,338.87,35.13,34.48,44.05,311.57,96.73,11/17/2022 16:14:50,551
552,236.28,-10.73,90.41,6.64,268.6,81.88,5/19/2022 11:24:58,552
553,54.43,-40.3,1.5,22.82,180.47,41.74,8/31/2022 01:53:18,553
554,232.78,36.94,11.42,74.59,114.05,69.83,6/9/2022 20:44:02,554
555,516.86,17.59,14.04,6.57,127.31,97.48,2/6/2022 05:56:52,555
556,958.42,33.34,34.16,52.82,254.4,96.75,1/26/2022 00:36:25,556
557,488.1,32.34,81.5,30.46,312.33,91.83,9/9/2022 00:18:10,557
558,220.32,32.98,75.53,29.91,281.1,40.65,2/23/2022 19:49:25,558
559,475.94,30.74,41.79,65.58,114.03,92.72,4/6/2022 01:35:08,559
560,8.44,-34.44,64.47,62.72,25.96,88.92,10/20/2022 20:02:43,560
561,635.94,1.26,57.47,56.68,255.75,49.81,1/8/2022 12:48:26,561
562,527.76,-16.26,55.05,19.66,20.15,28.8,4/13/2022 13:22:07,562
563,802.87,-39.03,72.23,79.36,7.84,24.78,8/10/2022 12:38:37,563
564,311.49,40.95,97.44,26.23,135.28,51.39,7/3/2022 07:11:32,564
565,511.79,-48.0,75.46,90.63,69.35,12.3,8/2/2022 07:47:07,565
566,21.28,47.47,22.67,99.78,279.93,27.31,12/27/2022 09:56:59,566
567,982.4,-26.15,35.07,78.71,54.76,39.01,5/2/2022 09:11:39,567
568,846.12,-36.2,29.5,87.21,41.59,29.71,6/11/2022 07:34:36,568
569,995.21,-31.75,36.15,85.32,320.87,10.63,9/17/2022 05:44:17,569
570,359.05,17.02,52.51,0.69,181.43,42.19,11/29/2022 14:21:02,570
571,883.4,26.99,12.1,28.87,204.61,21.08,1/24/2022 02:15:01,571
572,146.18,-26.96,54.17,74.74,300.92,20.53,10/3/2022 20:39:34,572
573,591.91,-20.4,87.93,52.88,105.03,19.49,3/28/2022 03:33:44,573
574,643.62,0.24,9.14,41.89,32.69,4.86,8/12/2022 19:57:46,574
575,302.96,-49.86,80.49,50.78,135.09,8.35,2/10/2022 21:08:31,575
576,683.34,19.02,34.78,2.27,124.44,78.99,7/27/2022 05:40:58,576
577,133.13,-36.99,78.66,76.98,94.14,48.68,10/6/2022 23:57:00,577
578,200.86,47.5,50.75,57.22,112.08,30.48,6/16/2022 09:36:27,578
579,168.75,8.44,68.63,16.61,172.72,22.26,12/14/2022 18:39:28,579
580,146.57,-27.86,52.19,39.25,44.9,20.15,4/24/2022 12:35:33,580
581,765.04,26.06,37.11,20.32,265.53,14.15,7/27/2022 17:04:35,581
582,811.97,-5.7,98.94,60.63,142.5,57.16,5/3/2022 00:41:29,582
583,301.04,-7.72,47.26,58.0,298.82,8.53,8/30/2022 12:09:56,583
584,836.46,-35.94,0.31,95.07,152.6,76.76,6/21/2022 16:14:39,584
585,864.83,-33.38,84.38,7.68,234.9,62.17,2/6/2022 08:41:41,585
586,847.78,-6.96,1.65,95.69,191.61,24.34,5/8/2022 05:20:17,586
587,519.69,-23.32,79.96,2.8,19.75,84.47,5/15/2022 15:45:57,587
588,337.01,-41.89,42.03,44.01,233.01,3.18,1/15/2022 19:36:01,588
589,558.2,-45.81,35.17,17.3,2.59,98.91,10/28/2022 08:13:31,589
590,871.68,-2.79,25.98,74.14,178.87,78.41,12/12/2022 04:28:25,590
591,237.22,-7.45,91.71,10.94,45.76,7.26,9/3/2022 12:17:43,591
592,977.35,-6.11,87.45,80.84,262.91,32.56,8/21/2022 16:20:28,592
593,394.37,13.52,85.12,43.37,98.21,75.88,3/9/2022 01:16:24,593
594,557.3,-41.98,82.02,83.95,135.1,63.48,5/15/2022 05:48:39,594
595,662.62,-6.61,11.62,79.67,12.22,29.51,6/22/2022 02:37:28,595
596,403.82,27.35,50.15,19.13,213.06,89.37,4/5/2022 09:13:09,596
597,450.68,25.43,7.2,81.12,77.42,13.92,7/5/2022 10:52:43,597
598,651.54,15.44,28.13,40.03,215.24,86.1,11/15/2022 23:27:51,598
599,149.73,35.74,46.44,66.07,286.11,84.95,10/6/2022 13:49:43,599
600,491.05,-23.3,41.14,37.08,217.07,47.65,11/2/2022 21:59:17,600
601,138.27,-45.49,39.24,12.8,318.99,92.13,6/17/2022 01:50:28,601
602,397.02,24.94,55.07,25.17,79.82,87.4,11/15/2022 22:17:28,602
603,945.76,-15.89,61.34,45.89,171.91,71.55,3/22/2022 22:14:35,603
604,128.1,-24.49,4.87,0.74,51.34,11.8,2/20/2022 23:13:46,604
605,648.6,40.1,45.79,2.2,128.28,21.74,9/19/2022 11:17:09,605
606,962.84,23.55,96.95,0.25,243.32,98.26,9/24/2022 00:36:47,606
607,807.44,-6.86,0.13,43.51,166.37,80.51,3/16/2022 01:08:56,607
608,634.57,-20.59,79.78,17.85,225.92,82.91,6/18/2022 09:57:12,608
609,862.81,-19.4,61.01,70.51,211.32,11.09,1/14/2022 20:35:12,609
610,371.74,-27.51,99.09,75.83,269.26,66.5,9/14/2022 20:40:00,610
611,98.77,-13.99,34.33,78.2,98.38,94.14,5/26/2022 00:35:44,611
612,694.96,-20.03,2.44,11.35,130.26,97.35,5/27/2022 09:57:03,612
613,902.1,25.06,93.43,7.4,66.52,40.51,4/2/2022 00:36:11,613
614,663.07,-38.57,55.94,5.68,79.12,88.35,5/7/2022 17:32:18,614
615,384.5,22.34,35.36,8.47,284.33,18.84,9/20/2022 13:02:16,615
616,161.64,-46.88,84.23,17.74,85.95,90.68,4/3/2022 13:21:44,616
617,908.25,32.2,86.64,25.78,1.06,63.66,3/15/2022 09:25:30,617
618,761.91,-33.7,43.13,59.02,298.31,7.69,5/21/2022 02:25:28,618
619,480.56,37.15,25.8,20.41,109.95,97.72,5/1/2022 03:24:10,619
620,892.82,18.66,93.88,32.37,20.21,28.71,10/10/2022 18:41:55,620
621,608.53,33.29,58.4,14.75,95.98,83.13,9/3/2022 22:12:56,621
622,894.8,4.58,3.37,9.2,323.62,95.75,10/11/2022 22:55:31,622
623,280.37,14.4,52.06,59.82,272.6,23.72,10/25/2022 05:24:06,623
624,92.35,-15.18,42.8,75.9,196.0,87.4,2/17/2022 12:10:36,624
625,384.15,-1.58,53.95,67.01,356.46,33.52,1/30/2022 11:38:28,625
626,812.84,-22.92,83.3,59.68,177.46,54.5,1/3/2022 00:54:53,626
627,675.47,-37.42,77.73,31.36,295.16,36.79,1/27/2022 16:22:51,627
628,806.13,8.69,3.55,75.34,71.32,63.78,6/17/2022 20:50:47,628
629,526.8,-24.77,36.47,5.42,14.63,69.62,4/18/2022 14:07:32,629
630,61.17,-49.01,44.91,70.85,294.13,93.4,10/23/2022 18:42:46,630
631,222.73,-15.37,8.37,75.3,337.76,88.07,2/25/2022 17:25:58,631
632,277.86,-31.41,78.57,97.64,231.83,67.03,3/6/2022 08:56:25,632
633,320.11,18.61,2.76,74.86,116.03,50.91,10/10/2022 22:41:11,633
634,12.63,8.01,50.77,42.51,184.5,36.65,1/4/2022 01:30:19,634
635,730.37,-31.46,18.98,41.4,22.6,59.23,2/10/2022 21:02:34,635
636,897.56,-20.95,59.47,63.41,267.33,47.2,6/30/2022 14:11:04,636
637,592.6,41.0,42.07,68.65,265.72,88.35,3/1/2022 16:20:50,637
638,655.46,13.83,60.95,80.82,51.02,3.22,4/7/2022 19:12:21,638
639,131.28,-14.93,59.68,87.57,31.72,34.78,2/16/2022 13:55:27,639
640,199.39,1.8,49.85,60.16,73.58,46.03,8/21/2022 08:05:16,640
641,547.31,-34.8,21.75,6.28,174.85,8.96,4/22/2022 00:43:09,641
642,652.03,47.57,34.3,75.81,128.67,48.16,6/30/2022 20:40:12,642
643,752.58,-4.56,88.45,89.46,139.96,15.57,12/5/2022 16:33:40,643
644,607.63,10.81,42.93,83.92,242.91,69.18,2/19/2022 09:54:09,644
645,846.9,-27.0,51.05,17.91,66.91,23.78,3/9/2022 21:46:20,645
646,52.27,-35.56,50.45,8.72,51.63,65.8,4/25/2022 08:10:55,646
647,812.3,35.46,83.55,27.55,208.66,24.54,2/19/2022 02:57:36,647
648,924.52,-25.95,22.48,63.39,256.3,39.26,5/25/2022 22:30:53,648
649,634.07,-44.7,21.47,78.74,127.46,72.89,9/13/2022 04:23:54,649
650,371.57,16.75,75.33,91.78,243.15,41.01,6/29/2022 09:24:25,650
651,171.03,42.88,94.3,11.98,95.43,78.12,5/23/2022 18:41:30,651
652,499.59,7.38,31.49,29.66,87.19,7.25,3/19/2022 03:45:02,652
653,686.17,-13.04,11.67,88.19,85.39,54.59,9/25/2022 20:25:09,653
654,454.89,-7.49,40.35,40.66,302.13,33.83,2/8/2022 02:40:00,654
655,372.56,-1.09,0.52,52.09,310.51,25.95,3/9/2022 21:23:07,655
656,506.52,-13.68,6.39,71.83,156.28,15.34,4/11/2022 09:12:38,656
657,270.33,-42.15,45.22,80.09,64.42,23.34,12/22/2022 06:47:04,657
658,464.56,32.75,54.72,9.93,84.19,63.77,6/8/2022 14:57:18,658
659,323.94,-30.87,78.61,5.28,307.52,96.67,8/20/2022 06:02:55,659
660,678.27,2.45,85.9,88.6,333.56,25.26,5/16/2022 02:44:22,660
661,495.23,5.32,91.34,86.17,184.38,65.84,1/28/2022 12:05:16,661
662,708.82,8.28,49.85,1.33,331.77,26.63,8/5/2022 11:38:30,662
663,849.29,-43.2,9.0,52.4,249.29,45.23,8/11/2022 20:58:06,663
664,526.62,-25.57,70.12,12.36,337.57,93.89,6/25/2022 22:40:39,664
665,77.49,28.31,22.06,40.71,273.83,6.31,5/9/2022 14:34:22,665
666,487.45,-2.23,30.31,33.52,137.8,67.51,4/4/2022 15:40:03,666
667,207.59,-21.33,24.71,73.01,321.15,19.85,6/10/2022 15:02:33,667
668,752.15,32.09,36.25,12.31,155.89,90.28,3/8/2022 17:50:12,668
669,376.4,14.92,58.67,26.99,297.66,62.6,1/27/2022 06:19:04,669
670,856.37,45.26,83.23,68.9,94.79,24.84,5/10/2022 04:40:36,670
671,966.77,33.87,94.8,49.22,121.7,21.72,5/5/2022 00:05:12,671
672,83.04,31.57,71.04,35.27,345.57,5.18,3/3/2022 19:06:54,672
