id,height,width,length
838,75.19,3510.58,1693.74
839,3021.85,1077.62,4447.28
840,8213.95,2837.68,4937.94
841,3934.09,5112.0,2553.46
842,8290.1,3569.54,1682.67
843,6507.18,9016.74,2693.27
844,5584.99,8912.32,9108.07
845,2393.05,2226.91,6084.87
846,2872.75,8953.19,6478.74
847,5027.92,6884.35,567.05
848,5098.67,4165.34,859.62
849,8170.81,6308.5,7214.94
850,4163.46,6489.35,2448.26
851,7883.22,930.87,5614.84
852,566.3,4011.69,2309.4
853,1568.38,4704.86,1082.76
854,1129.26,3745.64,8331.48
855,7007.58,8486.02,2161.68
856,4795.76,7790.85,3121.09
857,4027.24,6446.35,777.95
858,9850.55,4069.81,702.05
859,7394.54,864.54,5793.99
860,8916.74,6179.01,2346.19
861,6773.02,238.23,402.05
862,4739.44,2016.01,2581.08
863,3811.12,2828.31,7689.81
864,2048.12,5825.82,1306.74
865,7888.1,3951.27,1388.65
866,4803.21,7994.15,9312.14
867,2398.36,5471.32,9386.8
868,5620.44,8178.05,2690.53
869,9058.99,6256.88,7505.19
870,6927.93,4904.37,6904.1
871,5791.28,1855.42,2989.15
872,3944.18,5428.28,6360.29
873,8481.26,3022.04,6989.2
874,1369.17,9755.78,2294.66
875,6876.43,9946.23,2989.44
876,3069.31,8467.87,2654.22
877,6620.95,3585.05,7312.46
878,923.88,4528.53,5556.47
879,9276.43,1107.96,615.62
880,4932.21,7102.28,2861.01
881,5478.63,5088.81,9986.87
882,7827.48,2314.76,5472.94
883,5168.38,4540.68,2556.39
884,3488.57,8019.81,9853.4
885,8079.74,1851.42,9072.04
886,8520.55,9355.6,5777.48
887,1741.91,2586.65,6785.3
888,7765.8,6581.15,4963.34
889,5288.58,9637.21,5066.86
890,633.81,6649.67,4667.45
891,9036.6,8935.62,6875.32
892,8946.42,7538.0,8289.36
893,1378.15,4393.1,9175.78
894,9735.63,3058.02,4940.9
895,1132.36,5330.43,5221.77
896,339.94,8421.64,5546.44
897,8567.01,9953.18,7546.91
898,2379.75,9950.9,8704.99
899,2333.79,5973.18,8917.62
900,2710.51,5790.06,9503.02
901,5078.23,128.47,2827.98
902,2004.11,3003.37,234.49
903,1652.78,952.72,4393.2
904,2134.48,2705.91,7937.25
905,7585.15,6368.8,5355.05
906,6847.69,5399.63,4315.73
907,5610.42,875.08,5959.5
908,728.61,5400.2,290.04
909,1327.85,4500.73,760.93
910,3686.69,5698.32,1993.74
911,241.28,8639.98,9142.21
912,5368.55,5728.81,7425.72
913,3620.05,9738.1,1213.19
914,9825.4,7809.75,4624.62
915,6635.75,8383.18,4722.73
916,7711.9,9997.85,6516.03
917,224.34,9496.86,3245.45
918,9885.43,8581.04,6433.94
919,2012.26,2517.27,3910.86
920,6973.23,4133.89,3590.75
921,6718.27,4535.24,1300.57
922,3708.49,6347.07,8032.95
923,3622.11,1399.79,579.19
924,8556.35,5919.06,7963.77
925,9589.82,7380.43,4757.79
926,9042.42,8169.29,4412.26
927,87.12,9899.41,2013.81
928,7577.06,4382.25,7182.6
929,1922.1,917.66,7766.83
930,5892.52,3534.96,6880.36
931,2670.25,1970.52,3923.76
932,5770.08,5041.71,9304.82
933,3455.04,323.97,1702.59
934,1419.31,2105.52,4060.58
935,9731.94,9130.19,5651.89
936,8736.08,5059.38,1490.09
937,4090.67,9724.06,2944.95
938,2500.4,2056.17,6902.51
939,9151.77,2224.14,5421.94
940,4289.12,9008.46,8812.18
941,6186.74,997.31,5496.24
942,4351.91,1965.16,3124.25
943,7427.74,3164.59,5904.75
944,8348.34,9831.81,536.98
945,3927.53,7664.25,1154.86
946,3274.27,4307.0,2688.66
947,8231.42,1238.04,7838.43
948,8851.38,5598.85,3951.81
949,6648.61,7770.69,3016.29
950,6971.38,1313.82,1521.45
951,9508.33,4460.01,3842.84
952,1199.17,9190.12,7618.89
953,4739.98,343.33,1723.82
954,4601.29,2054.27,5940.75
955,6360.26,2120.91,9470.51
956,7627.13,8660.83,1534.76
957,7981.73,3301.85,3268.23
958,8531.99,286.56,3376.61
959,795.52,529.1,4022.22
960,9292.47,5882.56,7072.01
961,3315.47,5410.8,7811.78
962,5317.66,7877.99,2691.55
963,8253.57,6197.23,1500.35
964,8846.77,7742.01,1198.81
965,8484.87,2248.76,9863.87
966,2801.2,2198.36,4410.56
967,8977.83,4194.02,9978.27
968,8388.8,4576.37,8687.1
969,633.17,9202.2,5251.56
970,2343.48,9061.71,5072.24
971,7082.85,9812.71,2117.6
972,8139.29,8377.92,6368.38
973,6700.83,3316.62,2500.52
974,6048.79,4502.77,9961.65
975,5353.05,7881.5,560.42
976,7884.98,8389.65,6425.94
977,1554.2,2931.19,6635.27
978,2013.46,7616.46,176.72
979,871.95,1337.37,8811.17
980,4230.15,6287.64,2831.16
981,6870.57,6644.17,5838.82
982,6808.81,5332.59,4621.35
983,8590.15,8616.84,94.15
984,293.66,8314.01,1147.3
985,9469.75,4030.73,8514.75
986,8502.0,1674.6,9338.29
987,645.85,8139.73,3781.22
988,1490.59,7216.69,5320.95
989,129.81,6058.61,5608.75
990,9314.67,194.27,6689.13
991,8370.31,4518.2,7357.6
992,6454.9,8550.44,9428.65
993,5697.38,9898.07,5883.26
994,2240.17,2494.17,2085.09
995,6219.7,681.44,4103.32
996,8867.26,6901.64,2243.84
997,8119.07,7025.04,9323.69
998,9026.8,3612.44,5983.01
999,2569.62,1508.78,793.14
1000,1215.84,5413.15,7659.8
