id,nominal_capacity,nominal_energy,nominal_cycles,gravimetric_energy_density,volumetric_energy_density,industry_standard,nominal_voltage,operating_voltage,ac_resistance,max_self_discharge_rate,nominal_SOC_at_delivery,cell_weight,cell_name,cell_charging_temperature,cell_discharging_temperature,height,width,length,module_id
162,241223086,456769978,1578310376,1201667479,1082697403,Mrs,708.27,6.8,6345434767,7142353576,2167162232,1928489421,162,42.11,-0.3,3709.54,1713.48,1136.85,162
163,1014014222,445782481,924511857,449017898,1273719161,Rev,153.49,4.94,267741676.5,5266243379,2161195161,1598386061,163,55.2,5.37,5560.03,7835.36,8808.66,163
164,1115350915,1260460086,1120900395,36437431,683392279,Dr,6879.12,3.59,3901916787,9221516973,4858767006,6241754810,164,54.99,23.63,2440.38,4393.26,1918.65,164
165,1988989494,1874422111,86674002,393807491,915187897,Mr,6449.1,2.76,6969998565,9566717870,514879140.7,1547931629,165,30.42,12.94,4510.56,2319.86,511.88,165
166,545257481,1429225903,212884384,2055952546,1737125055,Mrs,1356.52,9.21,337637702.2,7304954527,9043400851,8113418780,166,20.91,1.97,6215.51,5155.9,8131.35,166
167,1697304995,574263388,861851599,1492038574,1101835499,Mrs,8268.86,4.13,3160468926,9087602681,4599968155,2315470813,167,2.49,-14.36,1175.23,5008.47,9905.49,167
168,525960422,798708896,713254585,398870026,1627655478,Ms,7132.37,9.2,5899520807,1291256484,6051460628,4878568042,168,37.94,5.8,413.86,6909.88,9926.72,168
169,1484380695,1747244674,856024616,116179771,1978213116,Dr,1322.1,3.36,8652594689,2667067060,2563025928,6421516756,169,30.4,-7.3,8334.55,5708.31,6819.03,169
170,1106218207,1917415996,1576241778,2091586761,889277952,Rev,31.42,4.43,1230348978,8387828631,9209683765,622146386.5,170,58.82,-4.06,8474.22,2555.55,1197.74,170
171,191537930,1359953904,1575426407,1535198224,1901593108,Mr,8967.92,8.26,6747616114,3309388561,6078218825,9407215156,171,4.73,55.34,1242.18,2803.32,5441.91,171
172,532153928,309130604,1259976199,1936318758,2032702249,Mr,7678.1,6.52,5358550285,3120824626,6074590171,8211285848,172,8.92,-15.52,4412.79,1107.67,2300.52,172
173,494841900,2119419419,2085680834,705896996,2022736727,Mr,8459.9,8.39,618403651.7,7451257024,8686247449,776784536.2,173,6.06,50.54,7305.49,1993.35,9942.12,173
174,942806581,447624906,1500821747,295457024,860613082,Ms,3356.07,7.08,9437660503,438015782.3,6963049135,8625116091,174,16.99,-4.51,6454.65,9156.46,9660.4,174
175,237344568,69598091,370417723,1494822175,1601930930,Honorable,8981.72,9.57,258636786.5,914513938.4,1461131865,9283402038,175,47.01,-8.47,3378.55,5500.51,9051.08,175
176,2146357728,11145588,64968352,1599712909,799076565,Mrs,8311.32,4.1,6900879939,4794331403,1577317057,6363255107,176,3.97,-10.92,1319.43,8740.76,2248.47,176
177,1876686692,1199006536,858272460,728438370,1217654152,Mrs,4354.22,7.37,1957309087,2392789610,478391704.6,4750132113,177,19.44,-9.09,9750.27,4207.55,8619.12,177
178,2143313170,1135515630,1375532554,610308871,2140294369,Ms,6502.89,2.08,1940684606,1379409421,4707921407,6593134241,178,36.22,-29.39,5464.67,4654.22,2292.2,178
179,2141112583,554575956,879567293,1182298802,1386146153,Dr,8366.48,3.48,3532263516,4291954783,8669096913,9197172192,179,23.3,10.56,2362.26,5129.4,8896.25,179
180,1185373353,1439052635,684060371,110616746,1185699966,Rev,3874.96,5.77,1639901412,8687907892,8022404274,7886442761,180,18.77,49.92,4328.13,7631.93,5040.33,180
181,1736075136,262386264,1726306974,373903057,1083631739,Ms,2273.4,6.09,1432529704,4914315088,619378769.3,3732483286,181,20.24,18.73,1961.8,3085.39,2399.3,181
182,1375156066,1977157372,1007161494,332714691,1541404315,Ms,3791.24,2.52,4268654779,5679315746,9971337805,4865406144,182,9.85,12.63,9655.25,9935.46,3117.19,182
183,443237849,345151020,221900986,1779505779,796161299,Ms,2346.2,4.51,8454611344,430901965.1,8225360040,3001568383,183,53.37,52.02,5260.58,23.24,6561.73,183
184,1236929892,721121450,1177838660,2130935844,2093114264,Honorable,3316.73,0.28,7811927184,6300562204,9386842501,5209933558,184,8.03,-22.64,1901.71,9995.54,7241.94,184
185,806664195,1971118963,334557056,35717524,1375099009,Mr,1320.83,7.17,6161956281,3459962589,1169758430,4904768429,185,28.15,-5.81,6230.07,1830.25,8651.82,185
186,1236918194,1842952133,1249446594,1399126114,1367811713,Dr,211.03,5.99,4705372778,9614233683,7568505182,8664661983,186,40.58,41.84,8964.26,9322.44,7283.56,186
187,1617928440,2144499703,335848625,1304131595,965802064,Honorable,4303.21,3.15,3191412339,1294714102,4021229946,3012508624,187,48.08,5.43,7214.44,7607.44,6159.16,187
188,671306673,292202264,418054950,1301348164,1618996129,Dr,8669.01,0.61,9551799137,3321114921,2861014533,9972609105,188,15.25,28.94,2673.11,9845.33,3775.38,188
189,1033663038,1065971194,1853743557,1552032906,1192900957,Honorable,2990.26,9.58,2568208919,9961504378,3279246548,1309818186,189,37.42,-16.86,2698.76,8129.55,5001.92,189
190,1738511972,956724962,1053187306,680074972,403923582,Honorable,9877.69,5.79,7297853981,5548829490,5408585908,5154512354,190,38.88,-16.68,3609.18,3937.3,3768.73,190
191,2126861795,2090233892,1209762307,1257128579,102639885,Rev,6052.6,0.21,3637093600,9043398958,257215688,1231949114,191,30.64,47.88,7742.93,5110.37,2991.8,191
192,1705212313,1339670910,839402637,1508124718,1729177895,Mrs,7116.61,3.72,3074125407,3334631560,6023706600,6715542437,192,26.23,7.21,9096.55,6345.41,7767.19,192
193,459636464,498392160,1978772137,2127675424,1658258937,Dr,283.24,9.62,1069271488,8233466813,6734487115,6707251346,193,1.59,51.48,3770.41,3931.23,4494.05,193
194,1490021898,1218159828,1773438131,1827384211,9295885,Dr,4165.56,6.96,9660066920,7218410102,1150278098,1602129557,194,5.76,-20.11,7299.5,7136.68,7383.22,194
195,119198065,914404156,2033820284,76631646,368982472,Ms,98.88,3.18,6495559865,5805318352,8504252746,5050551351,195,30.21,42.11,8126.77,297.66,9927.03,195
196,797966699,1206231783,1690032395,351167109,1836011231,Dr,4649.47,8.76,5032686634,3852301572,9753414015,6285128835,196,58.68,-22.03,4732.85,4182.75,3933.81,196
197,2069845401,1670748414,597671143,707083538,1432521956,Honorable,4109.11,2.76,6457658394,6842258324,8763381158,5781039626,197,30.41,-2.92,9938.7,1442.73,4219.15,197
198,1332285589,781018091,964747335,1566443811,581141181,Ms,9986.62,6.64,8729574867,5630582666,2075005267,1691131115,198,26.09,-14.74,4516.23,2838.49,5992.83,198
199,2122543411,1707806243,1680499083,1216539494,1755746779,Mrs,2129.3,6.59,1279232414,8850499653,625261954,3908604179,199,12.04,25.26,4337.39,1228.66,8942.21,199
200,1722536390,710009325,1123655482,909598624,1607047831,Dr,8550.6,1.86,9759713922,9286157970,8235339146,9405198383,200,22.73,-2.88,8541.18,9101.98,6694.87,200
201,325868015,1581019352,1443594380,308646922,1682372613,Dr,8270.81,7.57,4047020923,131072222.4,96528733.64,1888285054,201,13.38,27.96,9715.14,9523.4,6857.6,201
202,1707973704,654342594,1673613992,28351564,488029501,Mr,7156.27,3.45,6247945036,4062311259,7277171504,3241549492,202,34.62,20.52,8615.66,8095.92,2349.39,202
203,199395019,1055126043,279085825,1124547678,1030241531,Mrs,2425.56,5.1,2180034361,8004168087,4104166209,1690954295,203,2.7,19.44,505.94,6375.15,7164.45,203
204,1605276886,1975448495,1810145771,1233696909,1626262615,Mrs,2477.9,1.37,816377216.2,376265486.8,9918998238,2431768996,204,47.36,-18.16,6849.97,8265.54,5773.21,204
205,182395299,1353358853,1249688320,865728853,188791024,Dr,5859.01,0.77,9990240696,6244715103,7024735467,7748166918,205,10.72,8.99,2066.3,9201.23,9614.59,205
206,393608497,1038722681,2087714649,2091555753,457485911,Ms,2652.61,3.18,422262693.8,4346384256,8810413760,469435760.5,206,45.72,10.2,1097.99,9378.57,2422.35,206
207,1776824170,474904148,1306870598,1654600815,1869434398,Mr,1783.63,7.33,7762098990,4575297257,4263597329,117439389.8,207,54.46,21.98,3861.83,5172.18,6727.13,207
208,996236803,1718637086,1406354708,1036130778,114501892,Honorable,4128.52,4.4,5742070212,3697452078,3602895159,9505197028,208,32.21,56.67,3275.1,8251.5,9431.85,208
209,1745515052,1473821002,1404942889,22370729,1552998829,Dr,2803.08,3.57,7565089899,2781492755,128196608.1,849911972.1,209,38.97,-17.83,7373.91,1769.87,5070.14,209
210,384821233,621762576,1751607516,548202794,88742189,Mrs,6958.48,6.61,9588297296,2008228757,7813106993,1409428608,210,55.83,-29.53,6254.8,5977.31,4424.56,210
211,573236821,943416993,552224446,573149193,1016387904,Dr,4276.16,4.52,8327948872,9256576224,4943928854,9788788362,211,32.3,-8.12,2891.78,9837.83,8967.35,211
212,1815403128,1398279118,340521837,908522960,1899198109,Ms,5939.73,7.46,3628999894,7602618464,5724416494,5873913144,212,14.78,3.27,9288.6,7477.81,8643.44,212
213,1004780613,1517017973,274182529,552418525,465410058,Ms,6399.75,8.3,9387269996,4677616441,5140805105,4655981986,213,28.12,11.21,5752.63,6170.88,5644.31,213
214,1762688656,1326273412,992541519,983061895,883692828,Dr,9551.05,0.62,709732986.4,5653953034,9154790052,9614386616,214,19.7,17.47,5297.79,3621.08,9302.72,214
215,1228732387,336665810,1881409197,1025310971,1685584499,Mr,3114,6.43,2103192860,3739792635,1679914297,4551505339,215,47.38,10.54,7788.13,7857.16,616.06,215
216,601684635,1030708528,1140142480,1488540307,1550328174,Mrs,5693.84,4.86,7738721438,2444431113,8908306818,8350159699,216,21.76,-23.17,5923.73,2488.82,2270.74,216
217,1735357989,1532068892,430803766,286787216,1745460720,Rev,8804.54,9.11,495483114.2,4253510781,8776932799,5330932981,217,13.72,19.01,1527.23,7273.49,9885.23,217
218,1742412402,201796372,806109917,1479973203,1113383722,Honorable,3801.25,2.51,8998922166,2728982452,5128825639,923122173.3,218,50.56,-9.73,8608.06,6443.05,462.73,218
219,618613363,1728829081,542939832,161256430,1485851184,Dr,4657.29,9.38,7135045293,3080625960,9709454567,2904609607,219,49.27,6.28,8083.27,8324.83,2780.91,219
220,385856935,485709559,711188189,751313697,1029375144,Honorable,1338.2,8.25,4278210019,3012813204,9516851728,4678629204,220,43.17,48.95,2405.56,487.12,5517.76,220
221,999969715,1397956722,2038068128,610808965,521420390,Mr,6894.33,7.94,1281281158,7197259947,8337173363,7442917197,221,4.39,-14.38,173.38,9931.55,8503.36,221
222,143920855,1204852730,1134366425,1424783287,718462393,Rev,8551.11,4.18,9527124428,4245935487,3068494534,1794740076,222,47.52,4.56,1426.71,7061.33,3228.6,222
223,967857184,283151806,2146536263,1453256457,24390635,Ms,8469.12,9.24,5679588026,5064884057,6599040281,7954281795,223,44.7,30.22,6247.93,94.32,9000.65,223
224,170736487,1666174274,1795534828,561485589,261970629,Mrs,985.84,6.61,9473270676,7497530035,7312356934,3810141918,224,15.05,-29.54,6257.7,7155.37,1361.44,224
225,163900318,1110396126,1432284876,387691465,127708388,Dr,9747.93,8.23,8402150460,8853137822,6761255555,5884672843,225,39.86,-16.13,8016.49,1281.07,2674.41,225
226,1468416261,26939770,2048706983,1349463354,1181122384,Mr,5401.13,8.99,824789553.8,4702122221,6701910651,8657507291,226,55.6,-5.99,4894.3,376.01,7528.33,226
227,208743567,729470090,298066119,286712028,1884706184,Mrs,5586.65,9.43,4152362183,7043475943,9570801829,2831357438,227,17.23,49.38,7680.44,1705.31,5383.15,227
228,2087066707,1561154444,405131934,140514570,774228306,Honorable,9585.07,8.94,931562608,2538634295,8043523728,7158425927,228,44.66,50.05,263.12,9175.19,7629.26,228
229,2145689216,462417273,477103208,592410174,1524776686,Mrs,2670.36,7.36,4021405403,726337950.6,1612159598,1638269327,229,21.2,6.94,4865.84,8270.67,6559.14,229
230,501078901,482452203,1003834842,492439869,1984600132,Rev,6577.61,9.94,8818481322,2463461569,4482498610,5124979850,230,30.15,14.45,3427.09,4469.28,4834.4,230
231,594368446,854297782,2009513051,445560829,206111820,Rev,4013.35,9,8319195657,7293077036,491837455.5,6956215251,231,32.02,25.56,7703.17,2795.43,679.95,231
232,321937483,916864433,65560929,1273711655,1863409449,Rev,3962.53,5.74,321253241.8,4945475720,8109719615,4827774409,232,6.25,33.34,5517.3,5588.77,4922.98,232
233,2137952389,664796084,1793526669,815442787,290917378,Rev,9673.9,9.25,6234164017,424575141.3,534978955.1,1182291934,233,53.52,-0.49,13.39,8383.64,9758.33,233
234,173798773,2024378726,1507806007,1908338589,1988727312,Honorable,2710.75,8.3,2752022236,2677094401,2793551585,3629664583,234,22.02,-2.62,971.44,8203.15,8500.05,234
235,1254852087,2018834935,880249507,1690044584,784990588,Dr,1138.91,2.42,5199405561,3982781607,2796820940,2253247467,235,26.58,-25.99,9860.49,6204.5,138.38,235
236,371745552,51135959,1289915423,165939073,1550703320,Mrs,5786.38,9.92,3159287635,3092320214,2151826667,1724096209,236,51.35,-25.36,2467.73,7224.74,4692.5,236
237,442334512,1976740752,335182393,625866653,867515030,Ms,5872.26,4.06,8394277727,5911857875,3255082994,5317666051,237,48.2,-29.17,1006.17,3156.35,754.2,237
238,1483686067,456872054,981723645,1920765749,319492269,Mr,3888.71,9.72,4986191926,6345118180,30407686.6,4302273542,238,28.13,2.49,154.02,7915.59,7694.97,238
239,1116011562,478504591,118082136,821943729,1232485902,Honorable,6782.66,8.96,1269984694,2870193674,5676835816,4107664232,239,34.37,24.73,7792.98,4234.26,7820.93,239
240,1247376638,63825805,1615640671,1733364454,1233596701,Dr,9477.22,7.25,4466310000,644612314.3,9195791952,6483175722,240,23.9,39.95,4619.75,4555.53,5254.65,240
241,55387196,195069234,609690885,1928652331,864773632,Mr,5437.35,9.51,2653647356,1741493184,3146365623,7903920621,241,15.09,-8.38,6820.72,3642.7,3381.43,241
242,432749299,151275661,1394230448,1598847586,38724920,Mr,4659.09,1.07,5059252952,8590769564,2468386912,478214995.4,242,22.61,-13.73,6377.5,6828.38,758.15,242
243,1979830824,848347374,1965259762,1755286437,1337366561,Rev,6528.62,0.33,5430201151,5714669399,3566218541,1850100333,243,15.06,16.3,7859.99,9950.6,5523.21,243
244,540283313,204878401,861108614,1914870121,1738327641,Rev,6881.07,9.35,4714853118,7021677869,6200051473,5181652221,244,41.26,40.09,6962.67,9470.67,7002.5,244
245,602011798,1417563500,290899558,229163199,1464871870,Mrs,3092.46,1.47,6100110773,3673057935,6127141758,9062334891,245,29.19,14.48,2502.89,6322.19,2775.61,245
246,1108871259,2068524773,875217942,965265511,795862996,Dr,3120.95,5.36,5613685460,4294588001,1926089112,2896371962,246,40.17,-9.3,7476.06,1717.99,1299.91,246
247,2147264938,536207995,678327355,716568438,564477109,Honorable,3349.37,8.92,5269155048,9002286584,9333114171,5782677289,247,2.67,-3.98,6275.59,5210.16,4336.81,247
248,167099311,208099041,670555930,449688027,1308408055,Dr,8393.21,0.47,1093976570,6496760411,7447531218,7155519543,248,43.81,-17.16,29.3,2369,8509.15,248
249,727951712,1322915970,1103098297,1740850286,1278091961,Honorable,1409.71,1.45,8642334959,4777488847,4812375406,1754528291,249,25.62,0.41,8151.83,2018.81,4801.97,249
250,457370190,861317821,1027375209,4957525,301063754,Ms,6985.25,7.6,4290248997,6867739577,3794150561,9832700980,250,0.83,-5.42,6132.57,9204.83,184.94,250
251,922821195,503859559,976374581,993517121,1445045665,Dr,215.12,7.75,5677145505,4421046244,9371152605,9096123286,251,54.52,19.76,5671.1,6059,9170.36,251
252,287449726,2140095803,2073950204,532396032,635091964,Ms,8120.73,6.47,8052253697,6373908616,5981214967,8483169408,252,54.92,52.65,6003.27,5043.75,9078.79,252
253,1970892979,784590949,742217523,141420669,1711994744,Rev,6763.57,5.41,8900552746,2170347071,495513833,8484788279,253,25.39,21.64,5570.22,9471.4,269.35,253
254,680253698,1439633826,1901370662,1331716330,20012415,Mr,650.19,4.88,2776142082,1311591104,3344066294,7444518532,254,25.44,-2.51,1295.42,2607.85,4009.28,254
255,1053211356,2041362961,759285366,1410300912,785777093,Rev,3311.68,4.9,4839056037,3556301507,5363408451,269434139,255,41.65,56.08,9400.1,5260.42,7327.78,255
256,10473357,1753693238,1803690663,2101442568,1239810728,Dr,7793.08,8.65,7571418839,8333178953,2977490201,4330551345,256,43.29,51.43,5832.9,9323.8,1061.21,256
257,1516304495,1527166743,115202832,422434186,1259948663,Dr,1578.43,8.92,6076087133,2086499382,9218773924,4622060957,257,54.16,-10.73,2932.75,6448.83,904.1,257
258,1948665703,263800578,1168624069,559828490,1027574661,Ms,173.23,2.15,3497813321,6667753756,574173134.8,4914749229,258,16.07,17.57,9397.6,6759.93,9030.11,258
259,544736393,775188631,1111882675,1933114963,2122723518,Mrs,1483.09,8.47,8572159424,9521064863,8058233086,9257959146,259,2.66,0.14,749.28,7230.11,5536.84,259
260,1159252170,154908992,264294329,1052556400,1081173269,Rev,1897.13,6.31,8788419546,4476111019,9871185430,2018430755,260,5.55,52.42,3962.95,2963.56,8705.94,260
261,1951165706,2055822976,665801408,238371888,442289211,Ms,9154.44,3.81,7871736416,403312034.7,3699881226,3900384919,261,0.18,26.84,193.61,9515.23,7742.1,261
262,908624087,1287875735,700718957,874212964,226460370,Mr,8477.21,9.22,4488260874,6816842491,7257552129,6407878154,262,32.75,-15.01,6617.61,5428.18,5987.47,262
263,2109176115,1709459031,195936666,2130282559,1201643597,Honorable,3830.08,1.07,5063871421,4176051497,6776018729,1174676547,263,20.42,-14.49,6009.35,7270.71,227.08,263
264,517614154,551093750,243727404,1669457989,802004387,Honorable,5826.42,4.22,856660651.9,2585095728,7193993138,6320127391,264,18.05,43.74,3443.49,1817.99,7632.67,264
265,1195356668,1714272066,1498499587,739818630,883793345,Mr,4935.13,3.82,7052292677,5541750204,4643904947,5763793367,265,24.2,-1.58,7579.74,1301.92,8554.31,265
266,1179513439,1791981150,801025402,1006949852,749926228,Ms,7753.51,7.71,5292636983,8670640202,4863300230,2840739357,266,51.93,-12.15,5294.55,9293.26,515.03,266
267,1631021315,150830479,2108158974,834937241,41678146,Ms,9068.62,5.11,2960779733,6088460060,3762440367,2681729108,267,53.09,22.94,1016.29,20.48,9499.09,267
268,610288975,1561229450,2075813292,1417647182,1464245480,Honorable,9882.75,8.48,6171676872,5355414343,7978671852,9723633171,268,58.83,-1.22,2948.88,6548.07,9344.49,268
269,116900583,606895673,624172290,876941451,751060110,Honorable,1676.12,3.36,2293272053,223943000.5,2198726308,3023888463,269,22.87,52.79,3653.25,8096.13,8083.23,269
270,1321158670,2021025344,1679125220,257994807,1637218254,Mrs,7640.82,3.52,8887745694,1234072354,3963937437,242693530,270,36.78,16.68,9158.46,7523.83,6977.9,270
271,359958100,104470514,1484093237,1792637143,818401037,Ms,9940.18,2.7,6330267775,8468801267,7296180663,5970729765,271,36.14,19.62,9991.45,583.81,3183.07,271
272,1069975886,1169341340,402298092,358475824,1373937150,Mrs,1142.24,9.3,4952424854,5414365841,3885767850,8458394111,272,43.16,-19.96,2510.38,1889.44,3593.54,272
273,2076349608,403597989,1790097040,848467824,1663575470,Ms,9947.81,9.09,6120255918,8265823782,2704519527,1409435484,273,4.59,27.34,5334.78,3031.56,6305.51,273
274,593660420,730052583,927160427,2045918036,151449807,Mrs,8871.23,0.38,3346577023,822742751.4,7567058320,675157820.3,274,48.16,-24.91,1772.36,5894.87,1582.83,274
275,1380761686,1772896788,695379873,1026956032,132401057,Mr,2986.86,5.05,9463252078,5754658185,3266216130,69011123.2,275,51.8,-21.99,4132.24,3971.06,505.58,275
276,432995463,1711922236,632715587,1853740038,6588674,Mr,1695.92,4.64,2568713635,8951375357,1978807981,7509771466,276,1.61,1.87,7405.88,4983.69,3355.74,276
277,1155794881,150393105,2133615490,843720016,1724974275,Honorable,19.98,6.74,6331994797,3117965381,1739014332,323461887.5,277,17.45,10.05,9909.62,1273.86,2496.62,277
278,2123153823,129903052,241989157,188634059,1352695462,Ms,923.93,2.76,7775257534,3737801489,5699937393,7414233299,278,58.07,-6.04,7526.05,8927.95,6676.84,278
279,901611076,520611118,905692662,2029263117,2058347828,Honorable,5691.4,5.31,7847102046,8899508506,2401017023,2985457157,279,27.17,-23.31,9914.32,9710.32,5374.93,279
280,1269619307,1793746204,1272493450,663614248,936596324,Mrs,3257.29,5.73,9480503205,6043595521,7857112651,5977830759,280,2.02,53.8,865.68,3478.78,8865.84,280
281,996642772,647598197,1087750359,636106839,102493788,Mr,9673.14,6.08,655628428.3,807140613.5,3818736357,4217513059,281,10.42,-8.45,1579.42,2720.26,9863.84,281
282,770552929,2036517393,102168339,283716925,1245579973,Dr,3525.58,9,5203485977,7981158699,3460747539,3337001408,282,53.52,57.71,4890.54,9488.74,9543.7,282
283,1852228368,1085849792,158296819,1444011863,1633609488,Rev,482.49,6.08,3877349217,5587720360,6219008097,2719951484,283,14.56,-19.07,2495.89,8209.15,7076.83,283
284,786817699,1973100235,1003406362,77596544,1388706149,Rev,1717.27,5.43,3920390127,7967881317,3949081290,2040776293,284,53.24,24.56,3918.98,4177.88,789.08,284
285,619732159,613221245,1042775802,1262117232,1126990011,Mrs,6.49,7.11,6214597397,7613158293,8403684765,6113425990,285,50.64,-7.82,7643.12,9995.86,678.07,285
286,1292668202,607043865,287440705,1123512848,182957048,Mr,9708.39,9.21,5397575780,5634763162,2590091097,3119450365,286,12.15,43.8,1139.28,5818.55,3312.61,286
287,1484048774,539287231,167504129,1668870715,596402545,Honorable,1871.79,1.83,3857915811,3754420955,2798095451,2852002488,287,46.59,-11.71,4984.7,862.71,5956.95,287
288,381131004,174901623,2009461425,587993225,702523062,Dr,6125,6.42,8151977244,9590545690,4104019303,173801679.5,288,2.16,12.94,6301.94,3521.25,8125.23,288
289,124599040,1768644874,1692101058,1175635959,795941939,Mr,8009.75,9.68,810259647.1,1676696257,8127292296,4288624406,289,39.64,29.95,9446.55,2529.59,1350.51,289
290,1142359010,1951499548,168647483,1187530518,2089705949,Mrs,5874.48,6.29,5106171697,7008558005,4752694873,8818767167,290,45.52,36.89,7835.91,51.54,5446.59,290
291,1029356285,2104919984,804424715,658227144,332591395,Mr,1035.64,5.81,251360649.4,566154035.4,4642840122,1175462845,291,7.36,-28.02,6760.74,1775.78,7752.62,291
292,344063449,1369435556,1924195110,1627136870,349103845,Mrs,1798.71,8.81,9168351315,8808765381,396291310.2,252311206.7,292,10.23,-22.17,2211.19,5580.95,9758.77,292
293,951657695,48284612,1718110759,472907919,122407377,Honorable,740.37,7.02,2851111142,2004090034,8967784193,9576594458,293,50.23,-27.79,8709.58,1241.74,1195.1,293
294,1229619537,2065285904,910936707,1872771770,1098092911,Honorable,4925.92,2.92,3348301168,1362459533,6292390859,7549331304,294,8.64,-20.33,6107.06,1504.43,4830.98,294
295,1760348187,1088286591,2000388985,550035799,1318737550,Rev,2793.73,4.59,5071246509,52958606.56,6407010613,7706889274,295,55.41,38.81,6696.54,5150.56,8875.95,295
296,1657195235,684753397,1151059993,1012820920,688375381,Honorable,3476.88,0.51,1793448592,5362487738,6032507193,2119884453,296,58.89,27.27,1363.31,6093.94,3745.46,296
297,167803629,1836868103,1304790977,150100115,418205041,Honorable,3281.37,7.78,9513433988,2362533697,6191626836,3386077365,297,26.94,16.3,8301.51,7718.93,8213.43,297
298,1206463119,1743799509,1726004844,1585960383,485422,Mrs,4583.39,6.37,2168225506,6204622893,8867223074,2924465746,298,44.85,5.37,5982.54,7620.13,4720.78,298
299,37121897,1020882303,1195875545,1796172471,1474462577,Ms,999.07,6.64,8907248634,7053912172,5077056617,4609721256,299,21.53,-19.95,2871.16,3517.72,921.86,299
300,195268312,1388093184,1353631061,1281838263,445825974,Honorable,3631.96,2.93,6940811280,8333158556,2447725363,1833727348,300,2.62,17.53,8756.14,56.96,5936.4,300
301,144318130,2147004526,89519552,938887456,1424089688,Rev,6828.62,6.46,9954597059,6684342446,6786176501,5797188713,301,26.79,-7.17,1959.61,528.64,9519.42,301
302,522069078,913758410,100255642,155104072,281914789,Ms,5312.34,2.13,2338809239,4196697124,9391395769,8368587012,302,59.84,-3.87,2559.28,5428.82,9112.78,302
303,900186283,1808933000,490502595,1508024821,568289017,Dr,6265.46,4.56,2468039491,7128420928,4194925377,3636100589,303,29.71,42.88,1701.94,8414.86,5432.37,303
304,1123506970,9662385,2050041146,755722608,1330064666,Ms,5912.25,0.77,5931781951,3257433853,2431988443,4028916013,304,58.42,-1.25,1711.27,6899.75,1892.6,304
305,1145084387,365416805,330786532,1835852783,427350095,Rev,6385.21,6.41,5168261647,6964291694,7501218291,4303651150,305,8.89,20,4397.5,5882.55,5732.75,305
306,1805485349,1458319970,434314480,142214917,655823600,Mr,5439.42,6.77,3184001732,5447235841,1149027615,9080184924,306,55.93,33.37,4212.62,168.82,9494.08,306
307,142138103,1828385642,1905840986,1987890928,2046441873,Honorable,8478.95,4.99,5174632336,4964354084,9570406554,192275709.6,307,20.66,35.01,7061.64,6080.51,4511.58,307
308,253536852,31648262,769332140,652507499,1935219143,Honorable,398.93,2.02,4153016032,3943369902,3233172636,4332817320,308,37.23,-15.03,4683.84,5050.74,7806.08,308
309,1668816229,345220926,1788499318,2032753336,1069021649,Ms,5039.39,2.97,1165774073,6762862757,4093771098,9648074033,309,56.2,44.31,61.08,3514.63,7098.86,309
310,1482991870,1251586364,584790873,510089136,1569903823,Mr,7309.17,7,5359507801,5014232704,654593069.2,3029483641,310,14.45,4.79,3157.12,3486.5,4201.82,310
311,1500672370,1860591866,1429871470,1995750043,1131300470,Mr,6551.54,5.18,3033748599,7246680973,746518315.1,7588222252,311,40.55,48.27,4177.01,8703.11,1750.03,311
312,1152843703,1883997517,930210554,1379656508,19632804,Ms,6834.46,1.03,3656978798,165261890.6,4661338744,4947284044,312,0.77,5.86,2761.8,6800.1,3502.45,312
313,215338092,297738710,2113926680,407733062,1448912917,Mr,7419.1,6.97,1178630424,1840652960,6382238556,824370500.8,313,15.09,-10.16,9842.04,10.42,4490.31,313
314,1510295632,1720486436,357867490,1684424616,1257314161,Honorable,5808.87,5.95,6891483123,5734130429,7474392766,9681705788,314,47.5,-7.29,6172.46,499.02,5751.49,314
315,1497149834,1511010424,832420095,1981819947,1292258730,Honorable,2622.38,7.65,1858767029,1041740655,2131477454,1778690846,315,58.41,18.64,4287.25,879.97,9967.68,315
316,4622941,247823135,1531557376,455690207,1381149574,Honorable,1840.3,1.85,7698933379,9355836885,4609745036,9205930322,316,41.57,42.98,2866.72,765.51,3218.65,316
317,1525596228,1513259005,1655281992,1506225103,978810519,Honorable,6460.36,0.86,1500868617,3413206892,565316954.5,1892889500,317,5.69,20.14,1243.45,9019.55,4682.41,317
318,1136069551,278376661,1449931676,938720198,879867820,Rev,6766.65,2.69,3799519019,1961541802,3758692564,4307830663,318,53.03,6.22,366.55,6283.54,8090.75,318
319,1335507063,1381288464,1081172548,1934499644,952948299,Mrs,1943.93,7.56,9318193078,6502534168,3515535821,4869596349,319,11.05,-16.68,2685.92,5935.82,1433.66,319
320,79348687,616751641,1428565899,639426635,797784286,Dr,541.07,3.18,9487467882,1500063533,6582840871,9228060787,320,12.16,7.97,3583.11,6867.24,6886.31,320
321,57661942,1801821042,80983529,1878938652,811539576,Ms,3551.5,6.35,2456245194,8041496564,7389218956,6890924697,321,44.33,57.68,3163.88,5313.65,5162.59,321
322,1303903085,661647765,948939180,2116987187,1880851887,Rev,2366.25,4.04,1513325842,2439629706,9938473226,5772592339,322,37.27,58.54,178,4817.47,7088.24,322
323,1525779966,1967225876,2067280497,38037102,1191139045,Rev,4259.15,5.72,8251772240,7955077255,5887659044,4778402603,323,53.98,-28.54,8225.27,1429.24,1819.48,323
